kind	class	method	param	index	path	tool
FIELD	com.facebook.fb303.FacebookService$getOptions_result	nan	success	nan	url00509339cf_tedwon_scribe_log4j_appender_tgz-pJ8-com_realtimecep_scribe_ScribeJavaServerJ8/src/com/facebook/fb303/FacebookService.java	!nullgtn
FIELD	editmode.CommandPlayer1Select	nan	EM	nan	url28dfd00382_byang223_TurnBAPI_tgz-pJ8-units_upgrades_UpgradeTestJ8/src/editmode/CommandPlayer1Select.java	!nullgtn
PARAMETER	com.fidelis.argface.ArgOption	setArgValue(java.lang.String)	argValue	0	url27db8982cd_leohinterlang_argFace_tgz-pJ8-com_fidelis_argface_ArgSampleJ8/src/com/fidelis/argface/ArgOption.java	!nullgtn
PARAMETER	Game_World.GameWorld	move(java.lang.String,int)	name	0	urlb44e9843ba_QuasimodoNZ_SWEN222_Game_Project_tgz-pJ8-Game_World_GameWorldLevelBuilderJ8/src/Game_World/GameWorld.java	!nullgtn
PARAMETER	org.sgbd.Mysgbd.parser.Token	Token(int,java.lang.String)	image	1	url7a69e77641_benmouh_MySgbd_tgz-pJ8-Demo_CheckRowNumJ8/src/org/sgbd/Mysgbd/parser/Token.java	!nullgtn
FIELD	cz.matfyz.sykora.planning.PlanningProblem$BiLayer	nan	support	nan	url8b434243b7_ondrasej_GPlan_tgz-pJ8-PlanningProblemTestJ8/src/cz/matfyz/sykora/planning/PlanningProblem.java	!nullgtn
PARAMETER	risiko.actions.impl.MoveTroopsImpl	setFrom(risiko.board.Country)	newFrom	0	url70997c83aa_Xilaew_risiko_tgz-pJ8-risiko_XMI2XMLtransformerJ8/src/risiko/actions/impl/MoveTroopsImpl.java	!nullgtn
METHOD	risiko.board.util.boardAdapterFactory$1	caseBoard(risiko.board.Board)	nan	nan	url70997c83aa_Xilaew_risiko_tgz-pJ8-risiko_XMI2XMLtransformerJ8/src/risiko/board/util/boardAdapterFactory.java	!nullgtn
PARAMETER	by.epam.lab.view.FloorView$PassengerContainerView	PassengerContainerView(by.epam.lab.Passenger[])	list	0	urlb879d9e865_ogotalski_elevator_tgz-pJ8-ElevatorTaskJ8/src/by/epam/lab/view/FloorView.java	!nullgtn
FIELD	org.maltparser.core.syntaxgraph.writer.TabWriter	nan	writer	nan	url80e39b1957_tobikster_IJN_headers_recognition_tgz-pJ8-org_maltparser_examples_CreatePhraseStructureGraphJ8/src/org/maltparser/core/syntaxgraph/writer/TabWriter.java	!annotator
FIELD	org.dclayer.crypto.challenge.Fixed128ByteCryptoChallenge	nan	challengeData	nan	url80e7c3d65d_sblit_dcl_tgz-pJ8-org_dclayer_DCLJ8/src/org/dclayer/crypto/challenge/Fixed128ByteCryptoChallenge.java	!nullgtn
FIELD	org.pcj.internal.message.MessageValuePutRequest	nan	name	nan	urld856362767_hpdcj_PCJ_tgz-pJ8-org_pcj_test_StorageExampleMainJ8/src/org/pcj/internal/message/MessageValuePutRequest.java	!nullgtn
FIELD	ch.thn.util.tree.onoff.core.AbstractGenericOnOffListTreeNode	nan	base	nan	urld2fb1d2b05_thnaeff_Util_tgz-pJ8-ch_thn_util_tests_TreeTestJ8/src/ch/thn/util/tree/onoff/core/AbstractGenericOnOffListTreeNode.java	!annotator
FIELD	com.usps.evs.vo.ContractVO	nan	mailingDate	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/ContractVO.java	!nullgtn
METHOD	org.patchca.filter.AbstractFilterFactory	getFilters()	nan	nan	url4913e7683c_pusuo_patchca_tgz-pJ8-org_patchca_demo_PatchcaFilterDemoPNGJ8/src/org/patchca/filter/AbstractFilterFactory.java	!nullgtn
METHOD	darwInvest.data.gathering.dataSource.DataSource	getTickerIndex()	nan	nan	url43a0865bb0_kevinjdolan_darwin_tgz-pJ8-tui_DriverJ8/src/darwInvest/data/gathering/dataSource/DataSource.java	!nullgtn
PARAMETER	clarion.extensions.GoalSelectionModule	GoalSelectionModule(clarion.system.DriveStrengthCollection,clarion.system.GoalCollection)	Goals	1	url3f8d6440dd_huiwq1990_CognativeModel_tgz-pJ8-clarion_samples_HelloWorldJ8/src/clarion/extensions/GoalSelectionModule.java	!nullgtn
FIELD	frontend.FrontEnd	nan	filepath	nan	url647b55da7c_Nikhilkumar13_emuSr_tgz-pJ8-MainJ8/src/frontend/FrontEnd.java	!nullgtn
METHOD	com.usps.evs.vo.ReRateIngredientVO	getConvertProcessingCategory()	nan	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/ReRateIngredientVO.java	!nullgtn
METHOD	org.json.JSONArray	toJSONObject(org.json.JSONArray)	nan	nan	url24d793285d_auzll_gengweibo_tgz-pJ8-org_json_TestJ8/src/org/json/JSONArray.java	!nullgtn
METHOD	org.jgraph.plaf.basic.BasicGraphTransferable	getRicherFlavors()	nan	nan	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/org/jgraph/plaf/basic/BasicGraphTransferable.java	!nullgtn
PARAMETER	pl.cc.real.RealCall	equals(java.lang.Object)	o	0	url2df0f7c811_przemekgalazka_legacycode_tgz-pJ8-pl_cc_core_cmd_CommandJ8/src/pl/cc/real/RealCall.java	!nullgtn
METHOD	org.sgbd.Mysgbd.parser.MysgbdParser	SQLPrimaryExpression()	nan	nan	url7a69e77641_benmouh_MySgbd_tgz-pJ8-Demo_CheckRowNumJ8/src/org/sgbd/Mysgbd/parser/MysgbdParser.java	!nullgtn
FIELD	com.usps.evs.vo.PaymentExtractVO	nan	paymentExtractHeader	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/PaymentExtractVO.java	!nullgtn
METHOD	risiko.gamestate.util.stateAdapterFactory	createCountryToCountryStateMapAdapter()	nan	nan	url70997c83aa_Xilaew_risiko_tgz-pJ8-risiko_XMI2XMLtransformerJ8/src/risiko/gamestate/util/stateAdapterFactory.java	!nullgtn
PARAMETER	erilex.builder.LanguageBuilder	def(java.lang.String)	name	0	urlaa914a1de2_xu_hao_erilex_tgz-pJ8-erilex_esl_ESLJ8/src/erilex/builder/LanguageBuilder.java	!nullgtn
PARAMETER	com.jgraph.example.adapter.JGraphAdapterModel	processConnectionSet(org.jgraph.graph.ConnectionSet,boolean)	cs	0	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/com/jgraph/example/adapter/JGraphAdapterModel.java	!nullgtn
METHOD	uwm_cs557.MiniDB	loadExistingIndex(java.lang.String,java.lang.String)	nan	nan	url86e9087e81_JohnPease_557_HW3_tgz-pJ8-uwm_cs557_Sample4J8/src/uwm_cs557/MiniDB.java	!nullgtn
FIELD	org.maltparser.transform.pseudo.PseudoProjChartItem	nan	lifting_order	nan	url80e39b1957_tobikster_IJN_headers_recognition_tgz-pJ8-org_maltparser_examples_CreatePhraseStructureGraphJ8/src/org/maltparser/transform/pseudo/PseudoProjChartItem.java	!nullgtn
METHOD	kademlia.dht.GetParameter	getOwnerId()	nan	nan	url147ce07ebe_JoshuaKissoon_Kademlia_tgz-pJ8-kademlia_simulations_RoutingTableStateTestingJ8/src/kademlia/dht/GetParameter.java	!nullgtn
METHOD	cscie97.asn3.squaredesk.renter.Booking	getRate()	nan	nan	urlcb91e63e47_alexGalushka_E97_Assignment3_tgz-pJ8-cscie97_asn3_test_TestDriverJ8/src/cscie97/asn3/squaredesk/renter/Booking.java	!nullgtn
METHOD	com.usps.evs.vo.ManifestDetail	getProcessingCategory()	nan	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/ManifestDetail.java	!nullgtn
PARAMETER	com.mxgraph.model.mxGraphModel$mxGeometryChange	mxGeometryChange(com.mxgraph.model.mxGraphModel,java.lang.Object,com.mxgraph.model.mxGeometry)	model	0	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/com/mxgraph/model/mxGraphModel.java	!nullgtn
PARAMETER	minidraw.standard.MiniDrawApplication	createContents(minidraw.framework.DrawingView,javax.swing.JTextField)	tf	1	url49526af437_Maria_G_CS325_tgz-pJ8-assignments_farmer_FarmerImplJ8/src/minidraw/standard/MiniDrawApplication.java	!nullgtn
FIELD	com.usps.evs.vo.ManifestDetailRawLineV17Vo	nan	deliveryAddress	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/ManifestDetailRawLineV17Vo.java	!nullgtn
METHOD	net.oauth.OAuth$Parameter	setValue(java.lang.String)	nan	nan	url24d793285d_auzll_gengweibo_tgz-pJ8-org_json_TestJ8/src/net/oauth/OAuth.java	!nullgtn
PARAMETER	c.ty.Type	getSupertypes(c.TypeDef,c.MethodDef)	methodCtx	1	urlc8dbc7ce6e_dlubarov_guava_tgz-pJ8-MainJ8/src/c/ty/Type.java	!annotator
PARAMETER	com.usps.evs.vo.ManifestHeader	setPickupRequestedIndicator(java.lang.String)	pickupRequestedIndicator	0	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/ManifestHeader.java	!nullgtn
PARAMETER	com.fuzzylite.factory.TermFactory	createInstance(java.lang.String)	simpleName	0	url90b6689baa_adsonrocha_PD321_tgz-pJ8-MyFuzzyLiteClassJ8/src/com/fuzzylite/factory/TermFactory.java	!nullgtn
METHOD	org.sparql.Row	getLiteral(java.lang.String)	nan	nan	url47087446e9_kellrott_SparqlScape_tgz-pJ8-org_json_TestJ8/src/org/sparql/Row.java	!nullgtn
FIELD	ch.obermuhlner.jhuge.example.PlanetInformation	nan	planetMap	nan	url2b521cbda7_eobermuhlner_jhuge_tgz-pJ8-ch_obermuhlner_jhuge_example_MeasureHeapJ8/src/ch/obermuhlner/jhuge/example/PlanetInformation.java	!annotator
METHOD	test.simples.Subject	getID()	nan	nan	url400631cdd0_ludaiqian_appliedxml_tgz-pJ8-test_simples_TestJ8/src/test/simples/Subject.java	!nullgtn
METHOD	org.delaunay.algorithm.Triangulation	locate(org.delaunay.model.Vector)	nan	nan	url863d2ab553_themadcreator_delaunay_tgz-pJ8-org_delaunay_PoissonDiscSamplesDemoJ8/src/org/delaunay/algorithm/Triangulation.java	!nullgtn
METHOD	parse.misc.GenericsAndArgumentsParser	parse(java.lang.String,int)	nan	nan	urlc8dbc7ce6e_dlubarov_guava_tgz-pJ8-MainJ8/src/parse/misc/GenericsAndArgumentsParser.java	!nullgtn
METHOD	org.joda.time.TestInstant_Basics$MockInstant	toString()	nan	nan	url933dd5727b_AppleLiang_Testing_Project_tgz-pJ8-org_joda_time_chrono_gj_MainTestJ8/src/org/joda/time/TestInstant_Basics.java	!nullgtn
METHOD	com.mxgraph.io.mxObjectCodec	beforeDecode(com.mxgraph.io.mxCodec,org.w3c.dom.Node,java.lang.Object)	nan	nan	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/com/mxgraph/io/mxObjectCodec.java	!nullgtn
PARAMETER	pl.cc.utils.MD5Crypt	crypt(java.lang.String,java.lang.String)	password	0	url2df0f7c811_przemekgalazka_legacycode_tgz-pJ8-pl_cc_core_cmd_CommandJ8/src/pl/cc/utils/MD5Crypt.java	!nullgtn
PARAMETER	org.agetac.common.model.sign.AbstractModel	AbstractModel(java.lang.String,org.agetac.common.model.impl.Position)	position	1	url21b471891f_Agetac_Model_tgz-pJ8-org_json_TestJ8/src/org/agetac/common/model/sign/AbstractModel.java	!nullgtn
METHOD	com.usps.evs.vo.PicCodeVO	getDunsPkgidDzip()	nan	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/PicCodeVO.java	!nullgtn
METHOD	stv6.templating.CodeHandlerManager	getHandledCommand()	nan	nan	url026791d51b_dhleong_SeriesTracker_v6_tgz-pJ8-stv6_SeriesTrackerJ8/src/stv6/templating/CodeHandlerManager.java	!nullgtn
METHOD	de.odysseus.el.tree.impl.ast.AstBracket	getProperty(de.odysseus.el.tree.Bindings,javax.el.ELContext)	nan	nan	url4fdf79ae2c_beckchr_juel_tgz-pJ8-de_odysseus_el_samples_xml_sax_XMELFilterJ8/src/de/odysseus/el/tree/impl/ast/AstBracket.java	!nullgtn
METHOD	pl.cc.core.cmd.InfoQueueActionRemove	factoryInt(java.lang.String)	nan	nan	url2df0f7c811_przemekgalazka_legacycode_tgz-pJ8-pl_cc_core_cmd_CommandJ8/src/pl/cc/core/cmd/InfoQueueActionRemove.java	!nullgtn
METHOD	hipotetizador.InfoElemento	getTotal()	nan	nan	url4192078a2f_unsegnor_hipotetizador_tgz-pJ8-hipotetizador_MedirTiemposJ8/src/hipotetizador/InfoElemento.java	!nullgtn
METHOD	org.jgraph.graph.EdgeView	getAbsoluteLabelPosition()	nan	nan	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/org/jgraph/graph/EdgeView.java	!nullgtn
FIELD	behavior.irl.TabularIRL	nan	terminateAttribute	nan	url888b6fd9b4_jmacglashan_commandsToTasks_tgz-pJ8-commands_tests_Model3TestsJ8/src/behavior/irl/TabularIRL.java	!nullgtn
PARAMETER	org.jgraph.graph.DefaultGraphModel$GraphModelEdit	GraphModelEdit(java.lang.Object[],java.lang.Object[],java.util.Map,org.jgraph.graph.ConnectionSet,org.jgraph.graph.ParentMap)	attributes	2	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/org/jgraph/graph/DefaultGraphModel.java	!nullgtn
METHOD	net.jcores.jre.cores.CoreURI$1	f(java.net.URI)	nan	nan	url70ed135da7_ralfbiedert_jcores_tgz-pJ8-sandbox_SimpleFilterTestJ8/src/net/jcores/jre/cores/CoreURI.java	!wpi
FIELD	com.fidelis.argface.sample.SampleCLI	nan	dirPath	nan	url27db8982cd_leohinterlang_argFace_tgz-pJ8-com_fidelis_argface_ArgSampleJ8/src/com/fidelis/argface/sample/SampleCLI.java	!nullgtn
METHOD	com.usps.evs.vo.ManifestHeaderRawLineVo	getMailingTime()	nan	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/ManifestHeaderRawLineVo.java	!nullgtn
FIELD	erilex.builder.PartialExpressionBuilder	nan	name	nan	urlaa914a1de2_xu_hao_erilex_tgz-pJ8-erilex_esl_ESLJ8/src/erilex/builder/PartialExpressionBuilder.java	!nullgtn
METHOD	org.washcom.cardgames.battleroyale.BattleRoyaleGameTest$1	pickWinner(org.washcom.cardgames.battleroyale.Battle)	nan	nan	url9512d8fa89_bdkosher_card_games_tgz-pJ8-org_washcom_cardgames_battleroyale_BattleRoyaleGameSimulatorJ8/src/org/washcom/cardgames/battleroyale/BattleRoyaleGameTest.java	!nullgtn
METHOD	org.msgpack.template.builder.DefaultBuildContext	buildWriteMethodBody()	nan	nan	url56b1dc76d3_wufunxiang_Libs_tgz-pJ8-org_msgpack_util_TemplatePrecompilerJ8/src/org/msgpack/template/builder/DefaultBuildContext.java	!nullgtn
METHOD	de.hrw.mdbt.model.Person	getDateOfBirth()	nan	nan	urlc1c8a2efc1_wydler_mdbt_tgz-pJ8-de_hrw_mdbt_CRSJ8/src/de/hrw/mdbt/model/Person.java	!nullgtn
PARAMETER	org.json.XML	escape(java.lang.String)	string	0	url0d084b4168_zhourui392_BaiduPicDown_tgz-pJ8-org_json_TestJ8/src/org/json/XML.java	!nullgtn
METHOD	com.usps.evs.vo.ManifestHeaderRawLineVoV20	getFiller2()	nan	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/ManifestHeaderRawLineVoV20.java	!nullgtn
FIELD	javax.el.ELContext	nan	locale	nan	url4fdf79ae2c_beckchr_juel_tgz-pJ8-de_odysseus_el_samples_xml_sax_XMELFilterJ8/src/javax/el/ELContext.java	!nullgtn
METHOD	Instrucoes.Instrucao	IAny()	nan	nan	url9d1719148e_mrqsdavi_pegmachine_tgz-pJ8-peg_RegexJ8/src/Instrucoes/Instrucao.java	!nullgtn
FIELD	com.usps.data.Detail	nan	priceType	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/data/Detail.java	!nullgtn
FIELD	erilex.AbstractProduction	nan	prodName	nan	urlaa914a1de2_xu_hao_erilex_tgz-pJ8-erilex_esl_ESLJ8/src/erilex/AbstractProduction.java	!nullgtn
METHOD	com.usps.evs.vo.ReRateIngredientVO	getRequiredExtraServiceCode()	nan	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/ReRateIngredientVO.java	!nullgtn
METHOD	com.usps.evs.vo.ManifestHeader	getEntryFacilityZipPlus4()	nan	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/ManifestHeader.java	!nullgtn
METHOD	permlib.classes.InvolutionPermClass$InvolutionIterator	next()	nan	nan	urlc175f05cb8_mchllbrt_PermCode_tgz-pJ8-permlib_examples_UniversalSeparableJ8/src/permlib/classes/InvolutionPermClass.java	!nullgtn
FIELD	br.edu.ufcg.lsd.oursim.entities.allocation.Allocation	nan	request	nan	urlb5d5be4365_abmargb_oursim_ext_tgz-pJ8-br_edu_ufcg_lsd_oursim_experiments_RemoteNoFScenarioGeneratorJ8/src/br/edu/ufcg/lsd/oursim/entities/allocation/Allocation.java	!nullgtn
METHOD	com.usps.evs.vo.SampleHeader	getCorpDuns()	nan	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/SampleHeader.java	!nullgtn
METHOD	com.mxgraph.view.mxLayoutManager	getLayout(java.lang.Object)	nan	nan	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/com/mxgraph/view/mxLayoutManager.java	!nullgtn
FIELD	ch.obermuhlner.jhuge.example.MeasureHeap	nan	staticHashMap	nan	url2b521cbda7_eobermuhlner_jhuge_tgz-pJ8-ch_obermuhlner_jhuge_example_MeasureHeapJ8/src/ch/obermuhlner/jhuge/example/MeasureHeap.java	!nullgtn
FIELD	net.jcores.jre.utils.internal.processing.Mapper$MapOptions	nan	type	nan	url70ed135da7_ralfbiedert_jcores_tgz-pJ8-sandbox_SimpleFilterTestJ8/src/net/jcores/jre/utils/internal/processing/Mapper.java	!nullgtn
FIELD	ch.thn.util.file.PathWatcher	nan	keys	nan	urld2fb1d2b05_thnaeff_Util_tgz-pJ8-ch_thn_util_tests_TreeTestJ8/src/ch/thn/util/file/PathWatcher.java	!annotator
FIELD	org.maltparser.core.feature.FeatureModel	nan	registry	nan	url80e39b1957_tobikster_IJN_headers_recognition_tgz-pJ8-org_maltparser_examples_CreatePhraseStructureGraphJ8/src/org/maltparser/core/feature/FeatureModel.java	!nullgtn
FIELD	zmq.MultiMap$MultiMapEntrySet	nan	key	nan	url7b90c1010b_DastanIqbal_HelloZMQwithJava_tgz-pJ8-ClientJ8/src/zmq/MultiMap.java	!nullgtn
FIELD	ccproxy.WiadomoscOdAsteriska	nan	wiadomosc	nan	url2df0f7c811_przemekgalazka_legacycode_tgz-pJ8-pl_cc_core_cmd_CommandJ8/src/ccproxy/WiadomoscOdAsteriska.java	!nullgtn
METHOD	DATA.WeekTable	getOwner()	nan	nan	url8db16c7d62_Arsaell_EdT_tgz-pJ8-DATA_MainJ8/src/DATA/WeekTable.java	!nullgtn
FIELD	org.maltparser.core.io.dataformat.ColumnDescription	nan	name	nan	url80e39b1957_tobikster_IJN_headers_recognition_tgz-pJ8-org_maltparser_examples_CreatePhraseStructureGraphJ8/src/org/maltparser/core/io/dataformat/ColumnDescription.java	!annotator
PARAMETER	search.LocationSearch	list(java.lang.String)	locationName	0	url7507f7ef16_Neuro17_jsongkick_tgz-pJ8-jsongkick_AppJ8/src/search/LocationSearch.java	!nullgtn
METHOD	org.maltparser.core.config.ConfigurationDir	getInputFormatURL()	nan	nan	url80e39b1957_tobikster_IJN_headers_recognition_tgz-pJ8-org_maltparser_examples_CreatePhraseStructureGraphJ8/src/org/maltparser/core/config/ConfigurationDir.java	!nullgtn
PARAMETER	org.agilewiki.jactor2.core.impl.blades.firehose.NullStage	processDataAOp(org.agilewiki.jactor2.core.impl.blades.firehose.FirehoseData)	_firehoseData	0	url7d636e8121_laforge49_JActor2_tgz-pJ8-org_agilewiki_jactor2_core_revisited_EHJ8/src/org/agilewiki/jactor2/core/impl/blades/firehose/NullStage.java	!nullgtn
METHOD	littlemangame.instructions.InstructionFromSet	getDescription()	nan	nan	url78117c6033_BrianMoths_LittleManManager_tgz-pJ8-littlemangame_LittleManGameJ8/src/littlemangame/instructions/InstructionFromSet.java	!nullgtn
PARAMETER	de.measite.minidns.Assert	assertCsEquals(java.lang.String,java.lang.CharSequence,java.lang.CharSequence)	actual	2	url3426a97ee4_rtreffer_minidns_tgz-pJ8-de_measite_minidns_minidnsrepl_MiniDnsReplJ8/src/de/measite/minidns/Assert.java	!nullgtn
METHOD	org.json.JSONObject	valueToString(java.lang.Object)	nan	nan	url24d793285d_auzll_gengweibo_tgz-pJ8-org_json_TestJ8/src/org/json/JSONObject.java	!nullgtn
METHOD	de.odysseus.el.tree.impl.ast.AstBinary	getChild(int)	nan	nan	url4fdf79ae2c_beckchr_juel_tgz-pJ8-de_odysseus_el_samples_xml_sax_XMELFilterJ8/src/de/odysseus/el/tree/impl/ast/AstBinary.java	!nullgtn
FIELD	erilex.codegen.embedded.TypingLanguageGenerator	nan	G	nan	urlaa914a1de2_xu_hao_erilex_tgz-pJ8-erilex_esl_ESLJ8/src/erilex/codegen/embedded/TypingLanguageGenerator.java	!nullgtn
PARAMETER	edu.luc.nmerge.mvd.table.TextSegment	TextSegment(java.lang.String,java.lang.String)	className	0	url294e6c45f3_Ecdosis_NMergeNew_tgz-pJ8-TestJ8/src/edu/luc/nmerge/mvd/table/TextSegment.java	!nullgtn
PARAMETER	erilex.codegen.Generator	en_d_L(java.lang.String,erilex.codegen.Variable[],erilex.codegen.Type,erilex.codegen.TypeFunction,java.lang.String)	z	0	urlaa914a1de2_xu_hao_erilex_tgz-pJ8-erilex_esl_ESLJ8/src/erilex/codegen/Generator.java	!nullgtn
METHOD	com.fidelis.argface.ArgOperand	getSetter()	nan	nan	url27db8982cd_leohinterlang_argFace_tgz-pJ8-com_fidelis_argface_ArgSampleJ8/src/com/fidelis/argface/ArgOperand.java	!nullgtn
PARAMETER	net.madz.test.stochastic.utilities.ScriptLexicalAnalyzer	evaluateVariableExpression(java.lang.String)	with	0	urlac20d257ff_zhongdj_Madz_Stochastic_tgz-pJ8-net_madz_test_stochastic_core_impl_DynamicDemoJ8/src/net/madz/test/stochastic/utilities/ScriptLexicalAnalyzer.java	!nullgtn
METHOD	com.moblima.businesslogic.MovieGoerBL	getMovieGoerByMobile(java.lang.String)	nan	nan	urlaf656038a0_Salihan04_MOBLIMA_tgz-pJ8-com_moblima_util_dataTestJ8/src/com/moblima/businesslogic/MovieGoerBL.java	!nullgtn
PARAMETER	org.json.JSONWriter	value(java.lang.Object)	o	0	urld3c7d5e997_dku_rajkumar_java_api_for_amon_tgz-pJ8-org_json_TestJ8/src/org/json/JSONWriter.java	!nullgtn
METHOD	uk.ac.leeds.ccg.andyt.generic.visualisation.charts.Abstract_Generic_Plot	getDefaultData()	nan	nan	url64d634b8f0_agdturner_generic_tgz-pJ8-uk_ac_leeds_ccg_andyt_generic_visualisation_charts_Generic_BarChartJ8/src/uk/ac/leeds/ccg/andyt/generic/visualisation/charts/Abstract_Generic_Plot.java	!nullgtn
METHOD	com.gesoftware.venta.utility.ParsingUtility	toDate(java.lang.Object)	nan	nan	urlc98c3b97d2_Trimax_venta_tgz-pJ8-com_gesoftware_venta_structures_map_MapTestJ8/src/com/gesoftware/venta/utility/ParsingUtility.java	!nullgtn
FIELD	scribe.thrift.LogEntry	nan	message	nan	url00509339cf_tedwon_scribe_log4j_appender_tgz-pJ8-com_realtimecep_scribe_ScribeJavaServerJ8/src/scribe/thrift/LogEntry.java	!nullgtn
PARAMETER	com.iconmaster.hppplus.parse.element.ElementRef$CallData	CallData(com.iconmaster.hppplus.parse.Element,java.lang.String)	name	0	urle27f76cced_iconmaster5326_HPPPlus_tgz-pJ8-com_iconmaster_hppplus_HPPPlusJ8/src/com/iconmaster/hppplus/parse/element/ElementRef.java	!nullgtn
FIELD	com.usps.evs.vo.ManifestHeader	nan	entryFacilityType	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/ManifestHeader.java	!nullgtn
FIELD	expression.DirkExpParser$powExpr_return	nan	tree	nan	url3c955055f0_dirkzhang_antlr_expressionEngine_tgz-pJ8-expression_DirkExpTestJ8/src/expression/DirkExpParser.java	!nullgtn
METHOD	de.odysseus.el.tree.impl.ast.AstNull	eval(de.odysseus.el.tree.Bindings,javax.el.ELContext)	nan	nan	url4fdf79ae2c_beckchr_juel_tgz-pJ8-de_odysseus_el_samples_xml_sax_XMELFilterJ8/src/de/odysseus/el/tree/impl/ast/AstNull.java	!nullgtn
METHOD	org.zeromq.ZMsg	popString()	nan	nan	url7b90c1010b_DastanIqbal_HelloZMQwithJava_tgz-pJ8-ClientJ8/src/org/zeromq/ZMsg.java	!nullgtn
METHOD	org.json.CDL	toJSONArray(org.json.JSONArray,org.json.JSONTokener)	nan	nan	url7f15a160d2_timofei7_old_ai_assignments_tgz-pJ8-org_json_TestJ8/src/org/json/CDL.java	!nullgtn
METHOD	mythrift.BinaryAnnotation	getFieldValue(mythrift.BinaryAnnotation._Fields)	nan	nan	url93da129d40_marioskogias_blkin_hadoop_tgz-pJ8-mythrift_MyZipkinThriftJ8/src/mythrift/BinaryAnnotation.java	!nullgtn
METHOD	org.maltparser.ml.lib.Lib	getLearningMethodName()	nan	nan	url80e39b1957_tobikster_IJN_headers_recognition_tgz-pJ8-org_maltparser_examples_CreatePhraseStructureGraphJ8/src/org/maltparser/ml/lib/Lib.java	!nullgtn
